City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Chama,CH,47.1821,8.4636,25.02,93,100,2.3,overcast clouds
348,Takoradi,GH,4.8845,-1.7554,77.52,87,0,6.11,light rain
349,Joshimath,IN,30.5667,79.5667,46.6,17,0,8.25,clear sky
350,San Pedro,PH,14.35,121.0167,86.36,70,75,4.61,broken clouds
351,Praia,CV,14.9215,-23.5087,75.74,64,0,11.5,clear sky
352,Palana,RU,59.1167,159.9667,14.95,69,100,23.55,light snow
353,Suoyarvi,RU,62.0833,32.35,14.02,92,100,11.43,light snow
354,Esil,KZ,51.9556,66.4042,9.72,83,100,8.1,overcast clouds
355,Olafsvik,IS,64.8945,-23.7142,34.14,74,69,14.94,broken clouds
356,Sabang,ID,5.8933,95.3214,76.05,93,100,14.09,overcast clouds
357,Lourdes,FR,43.1,-0.05,56.52,93,75,5.75,broken clouds
358,Soyo,AO,-6.1349,12.3689,77.63,88,100,3.67,overcast clouds
359,Guanay,BO,-15.4975,-67.8797,70.79,98,100,1.21,overcast clouds
360,Pierre,US,44.3683,-100.351,32.92,92,100,12.66,mist
361,Belmonte,BR,-15.8631,-38.8828,77.47,87,43,13.89,scattered clouds
362,Tshikapa,CD,-6.4167,20.8,67.48,98,100,1.74,light rain
363,Trelew,AR,-43.249,-65.3051,72.48,27,4,21.72,clear sky
364,Kismayo,SO,-0.3582,42.5454,79.05,79,13,13.65,few clouds
365,Japura,ID,-0.3167,102.35,78.73,87,100,0.6,overcast clouds
366,Gat,IL,31.61,34.7642,64.4,13,95,6.46,overcast clouds
367,Oranjestad,AW,12.524,-70.027,78.91,77,20,11.5,few clouds
368,Challans,FR,46.8436,-1.8749,30.4,72,100,13.85,overcast clouds
369,Aitape,PG,-3.1374,142.3475,76.73,93,100,3.56,overcast clouds
370,Nantucket,US,41.2835,-70.0995,37.51,60,0,19.57,clear sky
371,Sabha,LY,27.0377,14.4283,63.43,39,1,4.85,clear sky
372,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.23,90,77,2.66,light rain
373,Kununurra,AU,-15.7667,128.7333,87.78,62,75,2.3,broken clouds
374,Lakes Entrance,AU,-37.8811,147.981,69.17,40,32,12.3,scattered clouds
375,Kulhudhuffushi,MV,6.6221,73.07,81.0,76,27,13.69,scattered clouds
376,Zholymbet,KZ,51.7433,71.7122,16.03,81,100,12.86,overcast clouds
377,Pisco,PE,-13.7,-76.2167,69.85,83,100,10.36,mist
378,Fairbanks,US,64.8378,-147.7164,12.16,85,100,8.05,light snow
379,Saldanha,ZA,-33.0117,17.9442,63.97,95,1,5.61,clear sky
380,Svetlaya,RU,46.5389,138.3297,27.66,90,100,10.96,snow
381,Boden,SE,65.8252,21.6886,-4.0,94,100,7.05,overcast clouds
382,Claremore,US,36.3126,-95.6161,53.31,90,100,14.97,overcast clouds
383,Coachella,US,33.6803,-116.1739,52.23,60,36,5.5,scattered clouds
384,Ust-Maya,RU,60.4167,134.5333,-32.01,96,100,2.24,overcast clouds
385,Taoudenni,ML,22.6783,-3.9836,76.87,29,7,4.36,clear sky
386,Kavieng,PG,-2.5744,150.7967,84.38,70,100,7.23,overcast clouds
387,Nuuk,GL,64.1835,-51.7216,20.88,62,4,7.7,clear sky
388,Herre,NO,59.1,9.5667,17.82,85,13,4.76,few clouds
389,Micheweni,TZ,-4.9667,39.8333,78.26,83,15,6.4,few clouds
390,Gladstone,AU,-23.85,151.25,89.78,58,40,9.22,light rain
391,Port Huron,US,42.9709,-82.4249,33.98,82,100,8.99,overcast clouds
392,Nelson Bay,AU,-32.7167,152.15,78.12,32,0,5.99,clear sky
393,Key West,US,24.5557,-81.7826,77.0,84,0,5.75,clear sky
394,Rocafuerte,EC,-0.9167,-80.4333,73.27,80,49,4.88,scattered clouds
395,Helong,CN,42.5397,128.9972,13.39,48,6,13.09,clear sky
396,Beringovskiy,RU,63.05,179.3167,-7.76,94,32,5.5,scattered clouds
397,Torremolinos,ES,36.6204,-4.4998,68.2,85,75,1.14,broken clouds
398,Tsurib,RU,42.2368,46.8307,26.46,39,12,8.61,few clouds
399,Hasaki,JP,35.7333,140.8333,46.22,88,100,5.79,light rain
400,Yar-Sale,RU,66.8333,70.8333,-17.73,98,8,8.03,clear sky
401,Codrington,AU,-38.2667,141.9667,58.14,44,76,26.98,broken clouds
402,Nyurba,RU,63.2842,118.3319,-12.8,97,100,6.78,overcast clouds
403,Matagami,CA,49.7502,-77.6328,3.25,99,79,3.74,broken clouds
404,Skjervoy,NO,70.0311,20.9714,8.6,53,86,8.5,overcast clouds
405,Tabou,CI,4.423,-7.3528,78.26,81,25,6.04,scattered clouds
406,Ambanja,MG,-13.6833,48.45,73.74,91,34,2.51,scattered clouds
407,Camacha,PT,33.0833,-16.3333,67.42,88,40,11.5,scattered clouds
408,Yueyang,CN,29.3333,113.0919,48.63,32,0,8.55,clear sky
409,Sungaipenuh,ID,-2.0833,101.3833,65.03,98,100,0.54,light rain
410,Hobyo,SO,5.3505,48.5268,77.58,69,5,19.82,clear sky
411,Srednekolymsk,RU,67.45,153.6833,-36.83,99,99,9.62,overcast clouds
412,Cidreira,BR,-30.1811,-50.2056,69.49,75,100,8.66,overcast clouds
413,Ponta Delgada,PT,37.7333,-25.6667,63.5,82,40,20.71,scattered clouds
414,Kerrobert,CA,51.9168,-109.1348,5.05,99,8,4.12,clear sky
415,Fryanovo,RU,56.1333,38.45,32.61,98,100,9.89,light snow
416,Pudozh,RU,61.8099,36.5345,17.98,94,100,10.49,snow
417,Mahibadhoo,MV,3.7833,72.9667,81.0,79,89,15.66,overcast clouds
418,Svetlogorsk,BY,52.6333,29.7333,22.8,94,95,9.66,overcast clouds
419,Pontes E Lacerda,BR,-15.2261,-59.3353,74.32,78,100,2.71,overcast clouds
420,Innisfail,AU,-17.5333,146.0333,87.44,61,88,9.75,overcast clouds
421,Liling,CN,27.6667,113.5,49.24,55,0,1.83,clear sky
422,Ariquemes,BR,-9.9133,-63.0408,73.74,88,17,1.39,few clouds
423,Balkanabat,TM,39.5108,54.3671,37.63,55,0,4.74,clear sky
424,Xapuri,BR,-10.6517,-68.5044,71.8,97,97,2.21,overcast clouds
425,Batagay,RU,67.6333,134.6333,-25.8,98,100,3.31,overcast clouds
426,Virbalis,LT,54.6267,22.8169,28.53,87,100,14.16,light snow
427,Tchibanga,GA,-2.85,11.0333,70.3,99,100,1.59,overcast clouds
428,Lillooet,CA,50.6856,-121.942,17.51,95,65,1.41,broken clouds
429,Carutapera,BR,-1.195,-46.02,78.1,81,93,7.07,overcast clouds
430,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.31,89,3,7.85,clear sky
431,Sari,IR,36.5633,53.0601,44.73,69,89,3.24,overcast clouds
432,Zemio,CF,5.0314,25.1361,71.2,49,100,2.8,overcast clouds
433,Vaitape,PF,-16.5167,-151.75,77.58,78,100,23.91,overcast clouds
434,Buchanan,LR,5.8808,-10.0467,77.23,85,6,3.15,light rain
435,Liverpool,GB,53.4106,-2.9779,32.65,92,100,5.75,overcast clouds
436,Zheleznodorozhnyy,RU,55.7503,38.0042,34.36,98,100,10.13,light snow
437,Kudahuvadhoo,MV,2.6708,72.8944,81.36,78,90,14.14,overcast clouds
438,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.81,98,100,0.85,overcast clouds
439,Zhezkazgan,KZ,47.8043,67.7144,-4.02,77,0,8.95,clear sky
440,Acapetahua,MX,15.2833,-92.7,73.92,90,54,3.29,broken clouds
441,Terrace,CA,54.5163,-128.6035,27.95,85,100,0.43,overcast clouds
442,Riyadh,SA,24.6877,46.7219,57.34,51,98,9.75,overcast clouds
443,Chhachhrauli,IN,30.25,77.3667,53.6,37,0,4.27,clear sky
444,Green River,US,41.5286,-109.4662,24.19,93,100,12.15,overcast clouds
445,Gayny,RU,60.3071,54.3241,16.93,96,100,4.54,snow
446,Saint-Francois,FR,46.4154,3.9054,26.67,93,100,11.5,overcast clouds
447,Moose Factory,CA,51.2585,-80.6094,-2.22,84,0,5.75,clear sky
448,Navalmoral De La Mata,ES,39.8916,-5.5406,60.03,98,100,9.01,overcast clouds
449,Granville,AU,-33.8333,151.0167,85.21,28,0,10.36,clear sky
450,Rupert,US,42.6191,-113.6772,29.17,93,75,0.0,broken clouds
451,Sinnamary,GF,5.3833,-52.95,76.68,89,100,8.84,overcast clouds
452,Klyuchi,RU,52.2667,79.1667,20.93,91,100,17.11,light snow
453,Russkaya Polyana,UA,49.417,31.9201,31.41,81,100,0.65,overcast clouds
454,San Cristobal,VE,7.7669,-72.225,69.98,93,71,0.36,broken clouds
455,Mahanoro,MG,-19.9,48.8,72.7,90,98,2.35,light rain
456,Kloulklubed,PW,7.0419,134.2556,79.3,76,100,8.3,overcast clouds
457,Aflao,TG,6.116,1.1914,80.06,81,64,8.28,broken clouds
458,Sasayama,JP,35.0667,135.2167,53.11,71,59,7.2,broken clouds
459,Faya,SA,18.3851,42.4509,48.31,78,0,0.18,clear sky
460,Necochea,AR,-38.5473,-58.7368,54.1,78,14,3.96,few clouds
461,Salina,US,38.8403,-97.6114,50.95,96,100,13.8,mist
462,Carlsbad,US,33.1581,-117.3506,52.63,80,20,3.0,few clouds
463,Dinghai,CN,26.2847,119.7936,54.52,67,79,18.37,broken clouds
464,Bahile,PH,9.9995,118.7878,85.87,61,100,1.9,overcast clouds
465,Kalmunai,LK,7.4167,81.8167,76.8,82,96,3.53,overcast clouds
466,Monrovia,LR,6.3005,-10.7969,74.97,82,0,4.05,clear sky
467,Mabaruma,GY,8.2,-59.7833,73.02,95,95,2.13,overcast clouds
468,Rawson,AR,-43.3002,-65.1023,71.15,31,7,19.64,clear sky
469,Cap Malheureux,MU,-19.9842,57.6142,77.47,68,98,7.0,overcast clouds
470,Chulman,RU,56.8479,124.9104,-36.54,99,89,3.83,overcast clouds
471,Dali,CN,25.7,100.1833,50.52,57,4,2.39,clear sky
472,Murgab,TM,37.4966,61.9714,28.27,93,0,9.22,clear sky
473,Campbell River,CA,50.0163,-125.2446,35.46,100,75,2.3,broken clouds
474,Preeceville,CA,51.95,-102.6677,8.91,99,92,4.38,overcast clouds
475,Charlestown,AU,-32.95,151.6667,82.02,36,0,5.99,clear sky
476,Fethiye,TR,36.6217,29.1164,55.27,83,41,4.97,scattered clouds
477,Batemans Bay,AU,-35.7167,150.1833,69.1,27,0,2.51,clear sky
478,Kijang,KR,35.2442,129.2139,47.93,49,2,14.76,clear sky
479,Zasheyek,RU,67.4066,32.5499,6.58,96,100,4.32,overcast clouds
480,Paramonga,PE,-10.6667,-77.8333,69.08,80,100,4.7,overcast clouds
481,Cizer,RO,47.0667,22.8833,25.95,82,94,10.76,overcast clouds
482,Havelock,US,34.8791,-76.9013,45.93,71,0,14.97,clear sky
483,Grand-Santi,GF,4.25,-54.3833,71.44,99,100,2.26,overcast clouds
484,Avila,ES,40.5833,-5.0,50.9,92,95,9.44,overcast clouds
485,Komsomolskiy,UZ,40.4272,71.7189,27.32,93,100,4.61,fog
486,Saint-Pierre,RE,-21.3393,55.4781,76.91,64,0,5.75,clear sky
487,Avera,US,33.194,-82.5271,53.11,77,100,5.44,overcast clouds
488,Svarstad,NO,59.399,9.9698,16.83,47,10,4.43,clear sky
489,Gilching,DE,48.1021,11.2977,19.63,84,13,3.44,few clouds
490,North Battleford,CA,52.7834,-108.2847,5.09,85,100,8.05,overcast clouds
491,Port Augusta,AU,-32.5,137.7667,71.85,32,1,11.88,clear sky
492,Samarai,PG,-10.6167,150.6667,84.22,73,97,4.34,overcast clouds
493,Buckeye,US,33.3703,-112.5838,55.83,66,100,10.36,light rain
494,Kabanjahe,ID,3.1001,98.4908,65.55,96,99,2.46,overcast clouds
495,Teahupoo,PF,-17.8333,-149.2667,67.96,77,100,13.89,light rain
496,Prestea,GH,5.4327,-2.1428,74.35,94,3,2.75,clear sky
497,Tuy Hoa,VN,13.0833,109.3,72.12,80,95,14.16,overcast clouds
498,Iranshahr,IR,27.2025,60.6848,53.94,37,0,11.5,clear sky
499,Debre Birhan,ET,9.6833,39.5333,47.17,66,30,4.74,scattered clouds
500,Qurayyat,SA,31.3318,37.3428,46.58,71,20,3.44,few clouds
501,Hualmay,PE,-11.0964,-77.6139,69.04,79,100,3.56,overcast clouds
502,San Joaquin,US,37.9333,-121.3011,49.28,75,0,6.91,clear sky
503,Marsa Matruh,EG,31.3525,27.2453,62.53,74,54,9.22,broken clouds
504,Manzanillo,CU,20.3433,-77.1167,73.8,76,65,6.67,broken clouds
505,Manacapuru,BR,-3.2997,-60.6206,76.75,81,62,3.27,broken clouds
506,Nyuksenitsa,RU,60.4128,44.2397,30.18,95,100,8.55,overcast clouds
507,Anzio,IT,41.4853,12.6179,49.46,96,100,12.82,light rain
508,Semey,KZ,50.4111,80.2275,21.42,86,100,13.42,snow
509,Forestville,US,38.8451,-76.875,40.62,69,100,9.22,overcast clouds
510,Zarand,IR,30.8127,56.564,42.37,40,100,5.88,overcast clouds
511,Bhatkal,IN,13.9667,74.5667,76.5,84,90,5.44,overcast clouds
512,Bulembu,SZ,-25.9667,31.1333,61.79,95,99,2.28,overcast clouds
513,Nioro,GM,13.35,-15.75,71.46,17,0,4.29,clear sky
514,Benjamin Constant,BR,-4.3831,-70.0311,77.13,85,88,1.57,light rain
515,Saint-Augustin,CA,51.226,-58.6502,21.97,81,100,11.95,light snow
516,Half Moon Bay,US,37.4636,-122.4286,49.32,83,100,6.91,overcast clouds
517,Mkushi,ZM,-13.6202,29.3939,61.84,95,45,3.89,scattered clouds
518,Vizinga,RU,61.0749,50.1031,17.87,95,100,8.41,light snow
519,Greensburg,US,40.3015,-79.5389,35.15,76,100,1.99,overcast clouds
520,Anchorage,US,61.2181,-149.9003,24.85,68,100,12.66,overcast clouds
521,Bharatpur,IN,27.2167,77.4833,57.83,43,0,6.93,clear sky
522,Juneau,US,58.3019,-134.4197,35.6,94,100,14.97,mist
523,Kieta,PG,-6.2167,155.6333,84.02,74,100,3.83,light rain
524,Belaya Gora,RU,68.5333,146.4167,-16.46,98,100,5.99,overcast clouds
525,Bonwapitse,BW,-23.0766,26.7037,69.89,73,100,9.95,light rain
526,Bonthe,SL,7.5264,-12.505,78.39,84,0,3.8,clear sky
527,Verbita,RO,44.3,23.1667,28.92,62,0,16.98,clear sky
528,Tacuarembo,UY,-31.7333,-55.9833,64.27,34,2,10.74,clear sky
529,Plettenberg Bay,ZA,-34.0527,23.3716,68.07,96,47,1.54,scattered clouds
530,Ketchikan,US,55.3422,-131.6461,37.38,75,100,9.22,light rain
531,Petawawa,CA,45.9001,-77.3328,19.78,67,3,4.68,clear sky
532,Baiyin,CN,36.5583,104.2081,19.8,28,85,2.17,overcast clouds
533,Coxim,BR,-18.5067,-54.76,82.06,55,98,3.27,overcast clouds
534,Virginia Beach,US,36.8529,-75.978,45.01,68,100,11.5,overcast clouds
535,Meadow Lake,US,34.8014,-106.5436,34.48,46,83,18.45,broken clouds
536,Tartus,SY,34.889,35.8866,62.24,63,97,10.33,overcast clouds
537,Urumqi,CN,43.801,87.6005,-4.85,84,2,2.24,mist
538,Alexandria,EG,31.2156,29.9553,66.67,71,99,8.99,overcast clouds
539,Buin,CL,-33.7333,-70.75,79.74,24,0,3.98,clear sky
540,Emmaus,US,40.5395,-75.4968,33.69,77,0,10.36,clear sky
541,Aloleng,PH,16.1307,119.7824,81.95,69,100,4.68,overcast clouds
542,Palasa,IN,18.7667,84.4167,73.72,76,0,3.2,clear sky
543,Puerto Suarez,BO,-18.95,-57.8,80.02,63,98,2.68,overcast clouds
544,Dunedin,NZ,-45.8742,170.5036,61.81,79,69,5.99,broken clouds
545,Oyem,GA,1.5995,11.5793,67.28,97,80,2.04,broken clouds
546,Asfi,MA,32.2994,-9.2372,64.85,91,79,12.75,broken clouds
547,San Nicolas,PH,18.1725,120.5953,85.91,58,40,11.5,scattered clouds
548,Itaituba,BR,-4.2761,-55.9836,73.27,97,99,1.99,overcast clouds
549,Ambilobe,MG,-13.2,49.05,73.49,81,36,3.15,scattered clouds
550,Burnie,AU,-41.0667,145.9167,51.17,85,93,15.19,overcast clouds
551,La Libertad,EC,-2.2333,-80.9,71.49,81,15,7.43,few clouds
552,Severnoye,RU,56.3491,78.3619,2.1,93,100,12.44,overcast clouds
553,Kokopo,PG,-4.352,152.2633,81.14,80,100,4.76,light rain
554,Kerur,IN,16.0167,75.5667,69.01,91,100,12.73,overcast clouds
555,Muncar,ID,-8.4333,114.3333,84.51,71,100,2.73,overcast clouds
556,Warragul,AU,-38.1667,145.9333,61.11,56,88,11.68,overcast clouds
557,Kaptanganj,IN,26.9267,83.7153,58.59,58,0,2.1,clear sky
558,Guane,CU,22.2025,-84.0875,69.8,81,18,3.0,few clouds
559,Tarko-Sale,RU,64.9225,77.785,-17.55,95,100,4.0,overcast clouds
560,Lafia,NG,8.4833,8.5167,73.44,30,7,2.59,clear sky
561,Rocha,UY,-34.4833,-54.3333,55.96,80,9,6.44,clear sky
562,Biak,ID,-0.9131,122.8766,80.04,77,100,1.68,overcast clouds
563,Bandarbeyla,SO,9.4942,50.8122,74.95,77,19,12.91,few clouds
564,Bayanday,RU,53.0661,105.5139,-7.28,96,98,3.31,overcast clouds
565,Mercedes,AR,-34.6515,-59.4307,64.85,47,0,6.33,clear sky
566,Sur,OM,22.5667,59.5289,72.63,68,0,5.46,clear sky
567,Bulgan,MN,48.8125,103.5347,-9.56,77,4,3.91,clear sky
568,Calvia,ES,39.5657,2.5062,68.07,59,100,24.58,overcast clouds
569,Praxedis Guerrero,MX,31.3667,-106.0167,43.65,51,1,23.6,clear sky
570,Bull Savanna,JM,17.8868,-77.5902,72.97,82,48,5.28,light rain
571,Merauke,ID,-8.4667,140.3333,85.77,68,91,3.6,overcast clouds
572,Palauig,PH,15.435,119.9045,83.53,66,85,2.46,overcast clouds
573,Payyannur,IN,12.1,75.2,74.61,90,91,12.64,overcast clouds
574,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,70,20,7.0,few clouds
575,Goundam,ML,16.4145,-3.6708,69.35,12,15,7.54,few clouds
576,Thabazimbi,ZA,-24.5917,27.4116,69.28,80,100,3.0,light rain
577,Port Keats,AU,-14.25,129.55,90.12,56,100,9.57,overcast clouds
578,Manggar,ID,-2.8833,108.2667,83.93,69,100,10.18,overcast clouds
579,Roebourne,AU,-20.7833,117.1333,99.91,18,34,8.1,scattered clouds
580,Fez,MA,34.0372,-4.9998,59.25,88,40,2.3,scattered clouds
581,Batticaloa,LK,7.7102,81.6924,77.36,81,84,2.48,broken clouds
582,Leiyang,CN,26.4024,112.8591,48.0,44,0,4.43,clear sky
583,Jiangyou,CN,31.7667,104.7167,48.2,58,94,3.24,overcast clouds
584,Merritt,CA,50.1123,-120.7942,5.67,100,87,0.2,overcast clouds
585,Darhan,MN,49.4867,105.9228,-6.97,85,67,6.26,broken clouds
586,Igra,RU,57.5558,53.0547,15.31,84,53,8.99,broken clouds
587,Portel,BR,-1.9356,-50.8211,75.85,85,29,4.63,scattered clouds
588,Puerto Carreno,CO,6.189,-67.4859,76.95,78,88,4.54,overcast clouds
589,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.2,72,100,13.8,light snow
590,Kalach-Na-Donu,RU,48.691,43.5264,24.82,71,0,15.73,clear sky
591,Hoa Binh,VN,20.8133,105.3383,64.47,51,0,2.26,clear sky
592,Asilah,MA,35.465,-6.0348,67.96,93,73,20.54,broken clouds
593,Doka,SD,13.5167,35.7667,72.75,40,0,7.4,clear sky
594,Baruun-Urt,MN,46.6806,113.2792,-10.55,63,0,16.04,clear sky
595,Gueret,FR,46.1667,1.8667,30.34,91,100,3.02,overcast clouds
596,Urusha,RU,54.05,122.9,-10.59,73,100,6.51,overcast clouds
597,Korla,CN,41.7597,86.1469,18.88,48,0,3.18,clear sky
598,Erenhot,CN,43.6475,111.9767,0.41,48,2,22.79,clear sky
599,Moron,AR,-34.6534,-58.6198,67.98,63,0,5.35,clear sky
600,Lockhart,US,28.6194,-81.4426,64.92,90,0,9.22,clear sky
601,Sorong,ID,-0.8833,131.25,82.15,71,100,1.7,overcast clouds
602,Tete,MZ,-16.1564,33.5867,75.29,94,75,4.61,broken clouds
603,Tarakan,ID,3.3,117.6333,81.9,78,40,4.61,scattered clouds
604,Gamba,GA,-2.65,10.0,75.16,90,100,3.67,overcast clouds
605,Pochutla,MX,15.7432,-96.4661,76.82,80,18,3.6,few clouds
606,Cienfuegos,CU,22.1461,-80.4356,69.94,83,0,6.91,clear sky
607,Mocuba,MZ,-16.8392,36.9856,73.04,95,87,2.53,overcast clouds
608,San Matias,BO,-16.3667,-58.4,78.55,65,100,5.46,overcast clouds
609,Goya,AR,-29.14,-59.2626,79.12,31,0,10.25,clear sky
610,Maragogi,BR,-9.0122,-35.2225,76.1,82,100,7.99,overcast clouds
611,Progreso,MX,21.2833,-89.6667,77.11,76,0,13.56,clear sky
612,Bairiki,KI,1.3292,172.9752,86.0,70,20,10.36,light rain
613,Mackay,AU,-21.15,149.2,93.69,68,80,12.26,broken clouds
614,Marsh Harbour,BS,26.5412,-77.0636,73.38,74,19,11.63,few clouds
615,Lipetsk,RU,52.6031,39.5708,33.17,93,100,15.95,light snow
616,Zaqatala,AZ,41.6336,46.6433,32.47,100,75,4.61,broken clouds
617,Kassala,SD,15.451,36.4,71.87,66,0,6.98,clear sky
618,San Lawrenz,MT,36.0553,14.204,59.86,84,94,1.01,overcast clouds
619,Dhidhdhoo,MV,6.8833,73.1,81.54,75,23,13.82,few clouds
620,Noumea,NC,-22.2763,166.4572,87.78,68,9,10.31,clear sky
621,Alta Floresta,BR,-9.8756,-56.0861,71.35,97,84,2.35,broken clouds
622,Sharjah,AE,25.3573,55.4033,67.98,67,0,3.44,clear sky
623,Hailar,CN,49.2,119.7,-4.16,89,100,17.07,overcast clouds
624,Tecoanapa,MX,16.5167,-98.75,77.27,78,90,5.3,overcast clouds
625,College,US,64.8569,-147.8028,12.15,87,100,8.05,light snow
626,Weligama,LK,5.9667,80.4167,76.17,80,38,2.53,scattered clouds
627,Gonbad-E Qabus,IR,37.25,55.1672,41.95,87,75,4.61,broken clouds
628,Zharkent,KZ,44.1628,80.0,10.22,74,2,4.16,clear sky
629,Deep River,CA,46.1001,-77.4995,19.94,58,5,4.81,clear sky
630,Mountain Home,US,43.133,-115.6912,30.15,99,100,3.44,mist
631,Batagay-Alyta,RU,67.8006,130.4114,-28.98,86,97,3.09,overcast clouds
632,Biloela,AU,-24.4167,150.5,90.9,47,24,9.42,few clouds
633,Minab,IR,27.1467,57.0801,52.12,50,0,0.0,clear sky
634,Khandyga,RU,62.6667,135.6,-48.37,100,91,3.0,overcast clouds
635,Richards Bay,ZA,-28.783,32.0377,70.77,93,100,3.78,light rain
636,Aguadilla,PR,18.4275,-67.1541,72.61,87,0,3.0,clear sky
637,Port Macquarie,AU,-31.4333,152.9167,74.89,33,0,12.17,clear sky
638,Svetlyy,RU,54.675,20.1347,33.85,84,100,22.77,light snow
639,Ahuimanu,US,21.4447,-157.8378,80.31,67,75,17.27,broken clouds
640,Yatou,CN,37.15,122.3833,38.03,43,0,17.16,clear sky
641,Igarka,RU,67.4667,86.5833,-16.87,97,100,9.22,overcast clouds
642,Antalaha,MG,-14.9003,50.2788,72.25,91,12,6.31,light rain
643,Ostroleka,PL,53.0862,21.5757,30.92,82,100,17.83,overcast clouds
644,Sorland,NO,67.667,12.6934,28.26,59,29,6.91,scattered clouds
645,Ixtapa,MX,20.7,-105.2,76.23,83,0,8.05,clear sky
646,Gursarai,IN,25.6148,79.1788,61.63,42,28,4.29,scattered clouds
647,Viedma,AR,-40.8135,-62.9967,60.89,29,3,5.32,clear sky
648,Lompoc,US,34.6391,-120.4579,49.01,83,0,5.75,clear sky
649,Agboville,CI,5.928,-4.2132,74.03,92,0,2.3,clear sky
650,Botou,CN,38.0667,116.5667,30.27,15,0,20.85,clear sky
651,Cabedelo,BR,-6.9811,-34.8339,79.47,78,43,10.02,scattered clouds
652,Coahuayana,MX,18.7333,-103.6833,72.03,91,12,1.83,few clouds
653,Port Moresby,PG,-9.4431,147.1797,87.22,66,40,5.7,scattered clouds
654,Trairi,BR,-3.2778,-39.2689,77.79,81,52,8.99,broken clouds
655,Rockhampton,AU,-23.3833,150.5,89.49,55,35,9.22,scattered clouds
656,Amahai,ID,-3.3333,128.9167,83.01,76,88,2.26,overcast clouds
657,Sao Filipe,CV,14.8961,-24.4956,78.06,71,0,6.58,clear sky
658,Dongying,CN,37.4564,118.4856,33.75,27,1,16.28,clear sky
659,Pandan,PH,14.0453,124.1694,82.98,73,96,6.64,overcast clouds
660,Langham,CA,52.3668,-106.9679,10.24,98,85,5.82,overcast clouds
661,Beyneu,KZ,45.3167,55.2,25.36,81,6,12.57,clear sky
662,Chabahar,IR,25.2919,60.643,70.45,41,0,8.34,clear sky
663,Oranjemund,NA,-28.55,16.4333,65.26,84,0,4.97,clear sky
664,Jiexiu,CN,37.0244,111.9125,25.3,24,21,11.36,few clouds
665,Boromo,BF,11.75,-2.9333,70.7,18,82,6.4,broken clouds
666,Nebolchi,RU,59.1239,33.3454,26.2,86,100,9.42,overcast clouds
667,Gwadar,PK,25.1216,62.3254,68.92,42,0,17.63,clear sky
668,Silikatnyy,RU,53.9896,48.3275,20.55,69,1,15.43,clear sky
669,Ternate,ID,0.8,127.4,83.86,72,77,6.11,broken clouds
670,Cabra,ES,37.4725,-4.4421,60.85,88,99,17.56,overcast clouds
671,Ewo,CG,-0.8725,14.8206,71.55,90,100,2.06,overcast clouds
672,Graham,US,47.0529,-122.2943,41.18,92,100,1.01,overcast clouds
673,Gasa,PS,31.5,34.4667,62.89,43,96,8.77,overcast clouds
674,Ust-Kuyga,RU,70.0167,135.6,-18.56,97,100,7.31,overcast clouds
675,Lloydminster,CA,53.2835,-110.0016,3.42,78,100,3.44,overcast clouds
676,Labuan,MY,5.2767,115.2417,82.76,78,20,4.61,few clouds
677,Karaton,ID,-6.3424,106.1045,83.19,66,100,7.47,overcast clouds
678,Athens,GR,37.9795,23.7162,61.18,87,40,3.0,scattered clouds
679,The Valley,AI,18.217,-63.0578,77.09,58,0,7.09,clear sky
680,Teya,RU,60.3778,92.6267,-25.51,99,100,1.74,overcast clouds
681,Aksu,CN,41.1231,80.2644,19.29,66,0,3.44,clear sky
682,Aojiang,CN,22.9421,116.0359,59.38,60,74,8.34,broken clouds
683,Channel-Port Aux Basques,CA,47.5702,-59.1367,26.44,73,100,15.5,overcast clouds
684,Hami,CN,42.8,93.45,18.72,40,3,2.8,clear sky
685,Gonaives,HT,19.45,-72.6833,72.66,78,8,6.24,clear sky
686,Port Hardy,CA,50.6996,-127.4199,35.78,93,100,6.91,overcast clouds
687,Gorin,RU,51.1983,136.6669,4.84,89,100,9.33,overcast clouds
688,Kumphawapi,TH,17.1087,103.0149,67.89,60,10,7.7,clear sky
