City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
150,Kaitangata,NZ,2022-12-12 02:59:59,-46.2817,169.8464,16.88,71,70,4.98
151,Pemberton,CA,2022-12-12 02:59:59,50.3164,-122.8027,0.73,96,100,1.42
152,Nouadhibou,MR,2022-12-12 02:55:17,20.931,-17.0347,21.99,68,1,6.17
153,Saskylakh,RU,2022-12-12 03:00:00,71.9167,114.0833,-19.06,95,100,5.59
154,Agbor,NG,2022-12-12 03:00:01,6.2518,6.1934,22.79,98,96,1.64
155,Maragogi,BR,2022-12-12 03:00:02,-9.0122,-35.2225,24.84,85,3,3.03
156,Faya,SA,2022-12-12 03:00:03,18.3851,42.4509,10.35,75,0,0.54
157,Meiktila,MM,2022-12-12 03:00:04,20.8667,95.8667,24.35,49,15,2.44
158,Tautira,PF,2022-12-12 03:00:05,-17.7333,-149.15,24.11,84,100,5.44
159,Roald,NO,2022-12-12 03:00:07,62.5833,6.1333,-3.92,58,0,5.14
160,Shalinskoye,RU,2022-12-12 03:00:07,55.7228,93.7594,-26.14,97,14,1.49
161,Waddan,LY,2022-12-12 03:00:08,29.1614,16.139,15.28,44,7,3.28
162,Okhotsk,RU,2022-12-12 03:00:09,59.3833,143.3,-29.96,83,15,6.22
163,Phu Ly,VN,2022-12-12 03:00:09,20.5411,105.9139,16.29,67,100,3.51
164,Xiaolingwei,CN,2022-12-12 03:00:11,32.0333,118.85,6.3,46,95,4.53
165,Luena,AO,2022-12-12 03:00:13,-11.7833,19.9167,16.39,98,100,1.8
166,Mount Darwin,ZW,2022-12-12 03:00:14,-16.7725,31.5838,20.0,77,0,3.32
167,Padang,ID,2022-12-12 03:00:14,-0.9492,100.3543,26.03,85,100,1.76
168,Bahia Blanca,AR,2022-12-12 03:00:15,-38.7196,-62.2724,17.38,64,0,0.45
169,Ossora,RU,2022-12-12 03:00:16,59.2353,163.0719,-13.46,81,100,1.87
170,Tukrah,LY,2022-12-12 03:00:17,32.5341,20.5791,16.63,76,93,3.37
171,Naze,JP,2022-12-12 03:00:18,28.3667,129.4833,16.58,58,17,4.49
172,Vyazemskiy,RU,2022-12-12 03:00:19,47.5378,134.7525,-9.92,70,100,2.96
173,High Level,CA,2022-12-12 03:00:20,58.5169,-117.136,-20.26,94,93,0.97
174,Sulzbach-Rosenberg,DE,2022-12-12 03:00:21,49.4983,11.7517,-3.29,91,92,1.63
175,Gizo,SB,2022-12-12 03:00:21,-8.103,156.8419,28.83,73,52,3.37
176,Komsomolskiy,UZ,2022-12-12 03:00:22,40.4272,71.7189,-2.6,93,75,1.03
177,Beloha,MG,2022-12-12 03:00:23,-25.1667,45.05,24.27,74,96,4.2
178,Muyezerskiy,RU,2022-12-12 03:01:25,63.9333,31.65,-16.83,98,91,3.1
179,Pacific Grove,US,2022-12-12 03:00:26,36.6177,-121.9166,9.12,88,100,4.02
180,Hirado,JP,2022-12-12 03:01:27,33.3597,129.5531,12.14,52,95,4.51
181,Samana,DO,2022-12-12 03:00:21,19.2056,-69.3369,22.68,77,6,3.23
182,Normandin,CA,2022-12-12 03:01:29,48.8333,-72.5321,-11.86,79,1,2.66
183,Iskateley,RU,2022-12-12 03:01:30,67.6803,53.1512,-29.38,100,58,1.49
184,Katsuura,JP,2022-12-12 03:01:31,35.1333,140.3,11.69,52,2,9.3
185,Havelock,US,2022-12-12 03:01:32,34.8791,-76.9013,11.07,90,100,0.45
186,Provideniya,RU,2022-12-12 03:01:33,64.3833,-173.3,-7.94,67,100,9.0
187,Severo-Kurilsk,RU,2022-12-12 03:01:34,50.6789,156.125,-3.79,60,96,10.04
188,Deputatskiy,RU,2022-12-12 03:01:34,69.3,139.9,-33.89,93,100,2.96
189,Vardo,NO,2022-12-12 03:01:35,70.3705,31.1107,-7.01,63,37,6.69
190,Bilibino,RU,2022-12-12 03:01:36,68.0546,166.4372,-30.8,99,100,2.24
191,Ercis,TR,2022-12-12 03:01:37,39.0287,43.3586,0.65,53,100,0.59
192,Chapada Dos Guimaraes,BR,2022-12-12 03:01:38,-15.4606,-55.7497,21.81,82,100,1.2
193,Barrow,US,2022-12-12 03:00:09,71.2906,-156.7887,-16.4,91,75,8.6
194,Slave Lake,CA,2022-12-12 03:01:39,55.2834,-114.769,-20.01,71,40,7.2
195,Kununurra,AU,2022-12-12 03:01:40,-15.7667,128.7333,36.99,41,40,3.09
196,Kodiak,US,2022-12-12 03:01:41,57.79,-152.4072,3.34,96,100,3.11
197,Saldanha,ZA,2022-12-12 03:01:42,-33.0117,17.9442,18.89,93,27,1.32
198,Luderitz,NA,2022-12-12 02:59:39,-26.6481,15.1594,16.36,92,14,1.12
199,Opuwo,NA,2022-12-12 03:01:44,-18.0607,13.84,14.98,36,34,1.46
200,Jerusalem,IL,2022-12-12 03:00:11,31.769,35.2163,12.06,69,93,0.89
201,Bredasdorp,ZA,2022-12-12 03:01:45,-34.5322,20.0403,20.39,97,100,7.04
202,Santa Cruz,BO,2022-12-12 02:57:23,-17.8,-63.1667,21.7,94,75,2.57
203,Miracema Do Tocantins,BR,2022-12-12 03:01:47,-9.5618,-48.3967,22.46,94,93,1.02
204,Lompoc,US,2022-12-12 03:01:49,34.6391,-120.4579,8.11,86,20,2.06
205,Victoria,HK,2022-12-12 02:56:54,22.2855,114.1577,18.47,72,100,6.71
206,Mugumu,TZ,2022-12-12 03:01:50,-1.85,34.7,14.43,92,79,1.52
207,Beverley,GB,2022-12-12 03:01:51,53.8459,-0.4233,-0.88,57,100,2.06
208,Jinxiang,CN,2022-12-12 03:00:27,27.4327,120.6062,12.94,56,80,4.15
209,Leh,IN,2022-12-12 03:01:53,34.1667,77.5833,-8.32,46,57,0.73
210,Baykit,RU,2022-12-12 03:01:54,61.67,96.37,-24.74,94,100,2.29
211,Boyabat,TR,2022-12-12 03:01:55,41.4689,34.7667,10.33,82,100,0.75
212,Acajutla,SV,2022-12-12 03:01:55,13.5928,-89.8275,24.43,78,1,2.24
213,Saint-Augustin,CA,2022-12-12 03:01:56,51.226,-58.6502,-13.45,75,87,2.89
214,Carnarvon,AU,2022-12-12 03:01:57,-24.8667,113.6333,24.81,58,0,6.85
215,Touros,BR,2022-12-12 03:01:58,-5.1989,-35.4608,25.19,81,4,3.85
216,Bilma,NE,2022-12-12 03:01:58,18.6853,12.9164,18.85,17,5,3.32
217,Balaka,MW,2022-12-12 03:02:00,-14.9793,34.9558,19.86,89,8,1.26
218,Mahebourg,MU,2022-12-12 03:02:01,-20.4081,57.7,26.25,71,14,6.0
219,Meulaboh,ID,2022-12-12 03:02:01,4.1363,96.1285,23.89,92,100,2.03
220,Ancud,CL,2022-12-12 03:02:02,-41.8697,-73.8203,11.06,85,100,3.94
221,Abdulino,RU,2022-12-12 03:02:03,53.7,53.6667,-8.54,81,100,6.25
222,Cayenne,GF,2022-12-12 03:03:04,4.9333,-52.3333,24.02,94,0,0.0
223,Poum,NC,2022-12-12 03:03:04,-20.2333,164.0167,27.12,72,5,1.54
224,Nema,RU,2022-12-12 03:03:05,57.5067,50.5011,-1.64,98,100,3.47
225,Roccastrada,IT,2022-12-12 03:03:05,43.0099,11.1665,2.72,95,13,1.99
226,Skibbereen,IE,2022-12-12 03:03:06,51.55,-9.2667,0.39,83,5,1.31
227,Ketchikan,US,2022-12-12 03:03:06,55.3422,-131.6461,-2.01,69,99,1.26
228,Geraldton,AU,2022-12-12 03:03:07,-28.7667,114.6,34.23,15,0,7.72
229,Srednekolymsk,RU,2022-12-12 03:03:07,67.45,153.6833,-41.56,99,89,3.31
230,Matara,LK,2022-12-12 03:03:08,5.9485,80.5353,26.71,74,79,3.56
231,Ribeira Grande,PT,2022-12-12 03:03:09,38.5167,-28.7,18.21,87,21,9.83
232,Abnub,EG,2022-12-12 03:03:09,27.2696,31.1511,15.08,41,84,1.09
233,Kaseda,JP,2022-12-12 03:03:10,31.4167,130.3167,14.71,60,3,4.26
234,Goderich,CA,2022-12-12 03:00:23,43.7501,-81.7165,0.51,86,100,4.9
235,Bossier City,US,2022-12-12 02:59:25,32.516,-93.7321,13.95,85,100,0.0
236,Ust-Kuyga,RU,2022-12-12 03:03:11,70.0167,135.6,-30.51,98,100,3.48
237,Batticaloa,LK,2022-12-12 03:03:12,7.7102,81.6924,25.5,78,55,0.56
238,Cherskiy,RU,2022-12-12 03:03:12,68.75,161.3,-34.04,94,100,2.41
239,Zalesovo,RU,2022-12-12 03:03:13,53.9939,84.7431,-19.24,100,100,2.46
240,Muros,ES,2022-12-12 03:03:14,42.7762,-9.0603,11.72,92,100,6.29
241,Te Anau,NZ,2022-12-12 03:03:15,-45.4167,167.7167,21.47,50,46,2.36
242,Napanee,CA,2022-12-12 03:03:16,44.2501,-76.9494,-4.49,90,89,5.02
243,Kautokeino,NO,2022-12-12 03:03:16,69.0125,23.0412,-24.54,100,100,0.88
244,Caravelas,BR,2022-12-12 03:03:17,-17.7125,-39.2481,22.91,93,55,3.61
